17638624,2.793961351038888
16561694,2.079831148032099
16915034,2.0036561269662343
15801213,1.5890019869548269
14726089,1.4337304589571431
16208094,1.6210297039942816
14245738,1.124285511963535
15493650,1.4408391409670003
17707140,1.6756188370054588
15601203,1.5727194380015135
14099204,1.2193040479905903
16163954,1.626880155003164
16268054,1.6558025800040923
14039052,1.360128371976316
15538090,1.451021713030059
14405536,1.3407150069833733
14422939,1.2758925409871154
16839828,1.6223875900031999
16417003,1.6078153429552913
14132498,1.194408178969752
